Target,Metric,Value
Demand,MAE,17.69066823668675
Demand,RMSE,22.515792607013736
Demand,R2 Score,-0.8466913456348886
Demand,MAPE (%),41.92511406059386
Demand,SMAPE (%),34.578301576516616
Lead Time,MAE,2.7946598529815674
Lead Time,RMSE,3.247591887151266
Lead Time,R2 Score,-0.02042233943939209
