Target,Metric,Value
Demand,MAE,17.288418888519637
Demand,RMSE,22.037474641726686
Demand,R2 Score,-0.769063758866132
Demand,MAPE (%),39.78780560821053
Demand,SMAPE (%),34.80294281221324
Lead Time,MAE,2.7655019760131836
Lead Time,RMSE,3.2227102564130012
Lead Time,R2 Score,-0.00484621524810791
